,id,author_id,created_at,text
27,1550123900180213763,2260491445,2022-07-21T14:21:52.000Z,"Korean Blockchain Week 2022 Full Conference Ticket - New Diamond Reward! 💎

This Asia's biggest #blockchain festival will be held during August 7-14, 2022 in South Korea! 

Prepare 5,000 Diamonds &amp; Redeem the ticket Tomorrow! 🙌🏻 

🚀: Details: 
https://t.co/6RiqtquHBH https://t.co/1eNdbOHehX"
28,1550073102310068224,2260491445,2022-07-21T11:00:01.000Z,"#CMCCommunity Spotlight ✨ 

Introducing Link3 Alpha 1.0: a #Web3 social network of verifiable identities. 

@CyberConnectHQ #Crypto #CoinMarketCap #CMC 

https://t.co/kSJPDSa2Xj"
29,1550042906093883394,2260491445,2022-07-21T09:00:01.000Z,"On today's CoinMarketRecap with Connor Sephton, #Bitcoin breaks through $23,500… but is it going to last? 🎢

https://t.co/ziEP9yh0KC"
30,1550012700041904131,2260491445,2022-07-21T07:00:00.000Z,"The #NFT sector is coming under increasing attack from phishing scams, with yet another social media influencer targeted on Tuesday. 👀 

https://t.co/pF4NMb4UTN"
31,1549982504748167168,2260491445,2022-07-21T05:00:01.000Z,"On a roller coaster ride with #CMC's #CryptoNews today, July 20: 

📈 #Bitcoin races to $23,750! 
👀 It's a date! 
🚨 NFT sector is under attack 
🇺🇸  U.S. fights North Korean hackers  
&amp; Why Is $ETH Racing Higher? 

https://t.co/Nt92tBZE5z"
32,1549959180491972614,2260491445,2022-07-21T03:27:20.000Z,"Two of the most popular #Binance tools call out the LaunchPad &amp; LaunchPool 🌐 

But can you differentiate these two types? 
Let #CMC give you some quick analysis 👇 

https://t.co/WD3DVZ9Gqv"
33,1549922108485955584,2260491445,2022-07-21T01:00:01.000Z,"The world's biggest cryptocurrency has cracked the 200-week moving average as a result, but analysts fear that the gains may be short-lived. 🫢

https://t.co/FebkXUwMlS"
34,1549907008593178624,2260491445,2022-07-21T00:00:01.000Z,"Specialists traced the crypto transaction using blockchain analytics, using the same techniques that had been deployed after the attack targeting the U.S. Colonial Pipeline. 🧐 

https://t.co/2jushOymuo"
35,1549876805452156928,2260491445,2022-07-20T22:00:00.000Z,"A new alert suggests that at least 244 victims have been identified, and total losses currently stand at $42.7 million. 🫢 

https://t.co/n2ZqqgLOxB"
36,1549866738443079684,2260491445,2022-07-20T21:20:00.000Z,"The social network is suing the billionaire after he pulled out of a $44 billion deal to buy the company. 👀 

https://t.co/uJwAauTZdx"
37,1549831511892865024,2260491445,2022-07-20T19:00:01.000Z,"A #crypto lover: Why do you think I have the #CMC tab opened on my screen 24/7? 🤣 

Another #cryptocurrency lover: Cus it's the go-to spot! It's in the mandatory guideline for a crypto player. DUH! 😎 https://t.co/sV9vSqH4pV"
38,1549790234421895168,2260491445,2022-07-20T16:16:00.000Z,"Wanna get your head off #crypto for a day? 🧐 

Go get yourself a hot dog 🌭 or check out #CMC's hot dog doodle! https://t.co/OzqcmoA3GX"
39,1549756018493534208,2260491445,2022-07-20T14:00:02.000Z,"#CMCCommunity Spotlight ✨

Crypto Regulations Around the World: understanding how regulations vary from country to country.

@Defy_Trends #Crypto #CoinMarketCap #CMC 

https://t.co/rSI20Zy1Yn"
40,1549702761729519616,2260491445,2022-07-20T10:28:25.000Z,"Looks like our users are shifting towards the darker side... 👀

But as Martin Luther King once said: “We must accept finite disappointment, but never lose infinite hope.” 🙏 https://t.co/o7uO14Cg5T https://t.co/OUTfbdV29A"
41,1549688061293801472,2260491445,2022-07-20T09:30:00.000Z,"#CMC's Conference Page is LIVE! 🔥 

Watch the hottest online conferences from anywhere in the world with this new feature! 🌐 

Let's start off with The Ethereum Community Conference, the largest annual European #ETH event on technology &amp; community.

👉 https://t.co/SdPgfVKq1H https://t.co/yqORFM0EON"
42,1549672962462101504,2260491445,2022-07-20T08:30:00.000Z,"#Bitcoin's smashed through stubborn resistance on Tuesday — hitting $23,500 for the first time since early June. 🙏 

https://t.co/FebkXUwMlS"
43,1549657861927600128,2260491445,2022-07-20T07:30:00.000Z,"U.S. detectives have managed to recover over $500,000 in #crypto that was paid to North Korean hackers following ransomware attacks. 🧐 

https://t.co/2jushOPXSY"
44,1549642762756263937,2260491445,2022-07-20T06:30:00.000Z,"A high-stakes trial between #Twitter and #ElonMusk will begin in October, a judge has ruled. 👨‍⚖️ 

https://t.co/ZZUrYfi0In"
45,1549631437812400135,2260491445,2022-07-20T05:45:00.000Z,"Another day, another drama with #CMC #cryptonews, July 19: 

Three Arrows raises eyebrows 👀
Musk v Twitter gets even nastier 🚨
New FBI warning over fake apps 😱
U.K. to push ahead with official NFT 🇬🇧 

https://t.co/2gtOpIxY1R"
46,1549625649786081281,2260491445,2022-07-20T05:22:00.000Z,"The FBI has issued a new warning that cybercriminals are duping American investors out of millions of dollars through fraudulent crypto investment apps. 🫢 

https://t.co/n2Zqqh3pp9"
47,1549608537092894721,2260491445,2022-07-20T04:14:00.000Z,"#Twitter and #ElonMusk are embroiled in a new fight — this time over when a trial should begin. 👀 

https://t.co/uJwAavbA55"
48,1549603075442192385,2260491445,2022-07-20T03:52:18.000Z,"The more, the better! 💪 
Looks like these projects have acquired quite an impressive amount of newbies to their #CMCCommunity platforms. 

👉 Follow your favorite projects via: https://t.co/vHI1wrRfSF https://t.co/iRGpMlfX4c"
49,1549592934475042817,2260491445,2022-07-20T03:12:00.000Z,"In a particularly eyebrow-raising report from Bloomberg, it's claimed that Chen Kaili Kelly — the wife of 3AC co-founder Kyle Davies — is owed $65.7 million.👀 

https://t.co/5NZFTyKU7S"
50,1549532032945967105,2260491445,2022-07-19T23:10:00.000Z,"The Telegraph claims that the Royal Mint's #NFTs would be an extension of the collectible merchandise it already offers. 

The organization has vowed to share further details about its non-fungible tokens in due course. 👀

https://t.co/xAsuqTYKDX"
51,1549515172330573825,2260491445,2022-07-19T22:03:00.000Z,"It currently stands at $1,016,006,321,043 at the time of writing — and the return to this psychologically significant threshold comes after #Bitcoin broke through $22,000.🚀 

https://t.co/25sAAmLkg5"
52,1549398741471629313,2260491445,2022-07-19T14:20:21.000Z,Is the 2022 #crypto bear market worse than that of 2018? 🧐
53,1549386549149970434,2260491445,2022-07-19T13:31:54.000Z,"Whether you have liked, commented, or shared their posts, you've helped bring these projects to our #CMCCommunity's highlighted list this week! 🌟 

Make sure to interact with your favorite projects via: https://t.co/vHI1wrAcQF https://t.co/B0B9w9qncV"
54,1549322641018081285,2260491445,2022-07-19T09:17:57.000Z,".@Solana, on the other hand, saw its new daily active addresses climb by 58.6% over this period, making it the only major layer-1 to consistently grow its user base throughout the bear market. 💪

&lt;3/3&gt;"
55,1549322639222935552,2260491445,2022-07-19T09:17:56.000Z,"Since reaching its all-time high, 

🔸#BNBChain has seen its new daily active addresses fall by just north of 17.9% 
🔸 Ethereum is faring worse at 51.8% over the same period.

&lt;2/3&gt;"
56,1549322636429520898,2260491445,2022-07-19T09:17:56.000Z,"#Ethereum, #BNBChain, or #Solana: How are these L1 handling the Bear Market? 🐻 - (p5) 

The number of new network participants has been gradually falling since November 2021 for both #Ethereum &amp; #BNBChain, but #Solana has managed to buck the trend.

&lt;1/3&gt; https://t.co/eZZEza6DFz"
57,1549318130413064194,2260491445,2022-07-19T09:00:01.000Z,"#CMCCommunity Spotlight ✨ 

The Shimmer Beta Network Is Live! - What it offers &amp; the next strategies. 💪

@iota $MIOTA #Crypto #CoinMarketCap #CMC  

https://t.co/fAmuiFS8I8"
58,1549310576219660289,2260491445,2022-07-19T08:30:00.000Z,"#CMCCommunity Spotlight ✨ 

Athos Finance Announces IDO/DEX Partnership with StellaSwap - an important step to increase the exposure of $ATH in the Polkadot DeFi ecosystem. 

@Athos_Finance $ATH #Crypto #CoinMarketCap #CMC 

https://t.co/jPUwFCaW65"
59,1549295474305286147,2260491445,2022-07-19T07:30:00.000Z,"What did you read this week over at #CMCCommunity? 📰 

Let's rewind back to what has caught people's attention in the #crypto world 👇

More articles can be found via: https://t.co/kOP2aWDt6E https://t.co/Yds6YJNfpy"
60,1549280376916365313,2260491445,2022-07-19T06:30:00.000Z,"New court filings from Three Arrows Capital reveal who the bankrupt crypto hedge fund owes money to… and how much. 👀 

https://t.co/5NZFTytiJi"
61,1549265276037898240,2260491445,2022-07-19T05:30:00.000Z,"On today's #CMC's with Connor Sephton, #Bitcoin and #Ethereum surge in a strong start to the week for crypto markets. 🔥 

https://t.co/fqJR5VuyQe"
62,1549250176140955649,2260491445,2022-07-19T04:30:00.000Z,"The British government is vowing to push ahead with plans to create its very own #NFT — despite being thrown into disarray after the Prime Minister resigned. 💪 

https://t.co/xAsuqUgm2x"
63,1549235078009655296,2260491445,2022-07-19T03:30:00.000Z,"The total market cap of all #cryptocurrencies has surged beyond $1 trillion for the first time in over a month, #CMC data shows.🚀 

https://t.co/25sAAmLkg5"
64,1549221773899857920,2260491445,2022-07-19T02:37:08.000Z,"Today's #CMC's #CryptoNews brings you: 

Total market cap back above $1 trillion 🔥
Bitfinex hack suspect can get a job 👀
Most crypto-friendly countries revealed! 🌏
Putin bans crypto payments in Russia ❌

https://t.co/I2yd3yK5n0"
65,1549169896767991808,2260491445,2022-07-18T23:11:00.000Z,"The president's move means digital assets cannot be used to acquire goods, services and products across the country.🇷🇺 

https://t.co/LKAGEFPFPv"
